Date reported,Generation,Group,Subgroup,Number of errors,Special training
1954,38,Control,Control,21,0
1954,38,Control,Control,21,0
1954,38,Control,Control,22,0
1954,38,Control,Control,22,0
1954,38,Control,Control,22,0
1954,38,Control,Control,22,0
1954,38,Control,Control,23,0
1954,38,Control,Control,24,0
1954,38,Control,Control,24,0
1954,38,Control,Control,25,0
1954,38,Control,Control,25,0
1954,38,Control,Control,26,0
1954,38,Control,Control,26,0
1954,38,Control,Control,27,0
1954,38,Control,Control,28,0
1954,38,Control,Control,30,0
1954,38,Control,Control,31,0
1954,38,Control,Control,32,0
1954,38,Control,Control,32,0
1954,38,Control,Control,33,0
1954,38,Control,Control,35,0
1954,38,Control,Control,38,0
1954,38,Control,Control,39,0
1954,38,Control,Control,41,0
1954,38,Control,Control,41,0
1954,38,Control,Control,42,0
1954,38,Control,Control,44,0
1954,38,Control,Control,46,0
1954,38,Control,Control,47,0
1954,38,Control,Control,49,0
1954,38,Control,Control,53,0
1954,38,Control,Control,59,0
1954,38,Control,Control,97,0
1954,38,Control,Control,126,0
1954,38,Control,Control,151,1
1954,38,Control,Control,151,1
1954,38,Control,Control,151,1
1954,38,Control,Control,151,1
1954,39,Trained,Trained,2,0
1954,39,Trained,Trained,2,0
1954,39,Trained,Trained,2,0
1954,39,Trained,Trained,2,0
1954,39,Trained,Trained,3,0
1954,39,Trained,Trained,4,0
1954,39,Trained,Trained,5,0
1954,39,Trained,Trained,7,0
1954,39,Trained,Trained,8,0
1954,39,Trained,Trained,9,0
1954,39,Trained,Trained,9,0
1954,39,Trained,Trained,9,0
1954,39,Trained,Trained,10,0
1954,39,Trained,Trained,11,0
1954,39,Trained,Trained,11,0
1954,39,Trained,Trained,12,0
1954,39,Trained,Trained,12,0
1954,39,Trained,Trained,14,0
1954,39,Trained,Trained,15,0
1954,39,Trained,Trained,17,0
1954,39,Trained,Trained,17,0
1954,39,Trained,Trained,17,0
1954,39,Trained,Trained,20,0
1954,39,Trained,Trained,21,0
1954,39,Trained,Trained,21,0
1954,39,Trained,Trained,21,0
1954,39,Trained,Trained,22,0
1954,39,Trained,Trained,22,0
1954,39,Trained,Trained,27,0
1954,39,Trained,Trained,27,0
1954,39,Trained,Trained,28,0
1954,39,Trained,Trained,30,0
1954,39,Trained,Trained,31,0
1954,39,Trained,Trained,31,0
1954,39,Trained,Trained,32,0
1954,39,Trained,Trained,32,0
1954,39,Trained,Trained,34,0
1954,39,Trained,Trained,34,0
1954,39,Trained,Trained,35,0
1954,39,Trained,Trained,36,0
1954,39,Trained,Trained,36,0
1954,39,Trained,Trained,38,0
1954,39,Trained,Trained,38,0
1954,39,Trained,Trained,38,0
1954,39,Trained,Trained,39,0
1954,39,Trained,Trained,40,0
1954,39,Trained,Trained,46,0
1954,39,Trained,Trained,54,0
1954,39,Trained,Trained,60,0
1954,39,Trained,Trained,93,0
1954,39,Control,Control,6,0
1954,39,Control,Control,8,0
1954,39,Control,Control,9,0
1954,39,Control,Control,11,0
1954,39,Control,Control,13,0
1954,39,Control,Control,14,0
1954,39,Control,Control,14,0
1954,39,Control,Control,15,0
1954,39,Control,Control,15,0
1954,39,Control,Control,16,0
1954,39,Control,Control,16,0
1954,39,Control,Control,16,0
1954,39,Control,Control,16,0
1954,39,Control,Control,17,0
1954,39,Control,Control,17,0
1954,39,Control,Control,17,0
1954,39,Control,Control,18,0
1954,39,Control,Control,18,0
1954,39,Control,Control,18,0
1954,39,Control,Control,19,0
1954,39,Control,Control,19,0
1954,39,Control,Control,21,0
1954,39,Control,Control,21,0
1954,39,Control,Control,21,0
1954,39,Control,Control,22,0
1954,39,Control,Control,22,0
1954,39,Control,Control,23,0
1954,39,Control,Control,25,0
1954,39,Control,Control,25,0
1954,39,Control,Control,29,0
1954,39,Control,Control,29,0
1954,39,Control,Control,30,0
1954,39,Control,Control,31,0
1954,39,Control,Control,32,0
1954,39,Control,Control,33,0
1954,39,Control,Control,34,0
1954,39,Control,Control,34,0
1954,39,Control,Control,36,0
1954,39,Control,Control,41,0
1954,39,Control,Control,41,0
1954,39,Control,Control,42,0
1954,39,Control,Control,46,0
1954,39,Control,Control,48,0
1954,39,Control,Control,57,0
1954,39,Control,Control,67,0
1954,39,Control,Control,74,0
1954,39,Control,Control,76,0
1954,39,Control,Control,93,0
1954,39,Control,Control,108,0
1954,39,Control,Control,118,0
1954,40,Trained,Trained,7,0
1954,40,Trained,Trained,8,0
1954,40,Trained,Trained,11,0
1954,40,Trained,Trained,11,0
1954,40,Trained,Trained,11,0
1954,40,Trained,Trained,11,0
1954,40,Trained,Trained,13,0
1954,40,Trained,Trained,14,0
1954,40,Trained,Trained,14,0
1954,40,Trained,Trained,15,0
1954,40,Trained,Trained,15,0
1954,40,Trained,Trained,16,0
1954,40,Trained,Trained,17,0
1954,40,Trained,Trained,18,0
1954,40,Trained,Trained,19,0
1954,40,Trained,Trained,19,0
1954,40,Trained,Trained,19,0
1954,40,Trained,Trained,20,0
1954,40,Trained,Trained,21,0
1954,40,Trained,Trained,21,0
1954,40,Trained,Trained,22,0
1954,40,Trained,Trained,23,0
1954,40,Trained,Trained,24,0
1954,40,Trained,Trained,25,0
1954,40,Trained,Trained,25,0
1954,40,Trained,Trained,26,0
1954,40,Trained,Trained,27,0
1954,40,Trained,Trained,28,0
1954,40,Trained,Trained,28,0
1954,40,Trained,Trained,28,0
1954,40,Trained,Trained,30,0
1954,40,Trained,Trained,30,0
1954,40,Trained,Trained,30,0
1954,40,Trained,Trained,30,0
1954,40,Trained,Trained,30,0
1954,40,Trained,Trained,31,0
1954,40,Trained,Trained,31,0
1954,40,Trained,Trained,31,0
1954,40,Trained,Trained,33,0
1954,40,Trained,Trained,33,0
1954,40,Trained,Trained,35,0
1954,40,Trained,Trained,37,0
1954,40,Trained,Trained,39,0
1954,40,Trained,Trained,39,0
1954,40,Trained,Trained,40,0
1954,40,Trained,Trained,44,0
1954,40,Trained,Trained,48,0
1954,40,Trained,Trained,55,0
1954,40,Trained,Trained,75,0
1954,40,Control,Control,6,0
1954,40,Control,Control,6,0
1954,40,Control,Control,8,0
1954,40,Control,Control,8,0
1954,40,Control,Control,9,0
1954,40,Control,Control,10,0
1954,40,Control,Control,11,0
1954,40,Control,Control,12,0
1954,40,Control,Control,12,0
1954,40,Control,Control,13,0
1954,40,Control,Control,13,0
1954,40,Control,Control,14,0
1954,40,Control,Control,15,0
1954,40,Control,Control,16,0
1954,40,Control,Control,20,0
1954,40,Control,Control,20,0
1954,40,Control,Control,22,0
1954,40,Control,Control,23,0
1954,40,Control,Control,23,0
1954,40,Control,Control,25,0
1954,40,Control,Control,26,0
1954,40,Control,Control,29,0
1954,40,Control,Control,31,0
1954,40,Control,Control,31,0
1954,40,Control,Control,32,0
1954,40,Control,Control,33,0
1954,40,Control,Control,36,0
1954,40,Control,Control,38,0
1954,40,Control,Control,47,0
1954,40,Control,Control,54,0
1954,40,Control,Control,55,0
1954,40,Control,Control,69,0
1954,40,Control,Control,151,1
1954,41,Trained,Trained A,2,0
1954,41,Trained,Trained A,5,0
1954,41,Trained,Trained A,6,0
1954,41,Trained,Trained A,9,0
1954,41,Trained,Trained A,10,0
1954,41,Trained,Trained A,11,0
1954,41,Trained,Trained A,11,0
1954,41,Trained,Trained A,11,0
1954,41,Trained,Trained A,12,0
1954,41,Trained,Trained A,12,0
1954,41,Trained,Trained A,13,0
1954,41,Trained,Trained A,14,0
1954,41,Trained,Trained A,16,0
1954,41,Trained,Trained A,18,0
1954,41,Trained,Trained A,20,0
1954,41,Trained,Trained A,20,0
1954,41,Trained,Trained A,21,0
1954,41,Trained,Trained A,23,0
1954,41,Trained,Trained A,24,0
1954,41,Trained,Trained A,25,0
1954,41,Trained,Trained A,25,0
1954,41,Trained,Trained A,26,0
1954,41,Trained,Trained A,28,0
1954,41,Trained,Trained A,29,0
1954,41,Trained,Trained A,29,0
1954,41,Trained,Trained A,32,0
1954,41,Trained,Trained A,34,0
1954,41,Trained,Trained A,49,0
1954,41,Trained,Trained A,52,0
1954,41,Trained,Trained A,53,0
1954,41,Trained,Trained A,54,0
1954,41,Trained,Trained A,54,0
1954,41,Trained,Trained A,68,0
1954,41,Trained,Trained A,75,0
1954,41,Trained,Trained A,119,0
1954,41,Trained,Trained B,1,0
1954,41,Trained,Trained B,3,0
1954,41,Trained,Trained B,3,0
1954,41,Trained,Trained B,4,0
1954,41,Trained,Trained B,4,0
1954,41,Trained,Trained B,5,0
1954,41,Trained,Trained B,6,0
1954,41,Trained,Trained B,6,0
1954,41,Trained,Trained B,8,0
1954,41,Trained,Trained B,9,0
1954,41,Trained,Trained B,9,0
1954,41,Trained,Trained B,9,0
1954,41,Trained,Trained B,9,0
1954,41,Trained,Trained B,14,0
1954,41,Trained,Trained B,15,0
1954,41,Trained,Trained B,15,0
1954,41,Trained,Trained B,16,0
1954,41,Trained,Trained B,16,0
1954,41,Trained,Trained B,17,0
1954,41,Trained,Trained B,17,0
1954,41,Trained,Trained B,18,0
1954,41,Trained,Trained B,18,0
1954,41,Trained,Trained B,19,0
1954,41,Trained,Trained B,19,0
1954,41,Trained,Trained B,20,0
1954,41,Trained,Trained B,21,0
1954,41,Trained,Trained B,26,0
1954,41,Trained,Trained B,27,0
1954,41,Trained,Trained B,27,0
1954,41,Trained,Trained B,32,0
1954,41,Trained,Trained B,32,0
1954,41,Trained,Trained B,43,0
1954,41,Trained,Trained B,46,0
1954,41,Trained,Trained B,46,0
1954,41,Trained,Trained B,48,0
1954,41,Trained,Trained B,97,0
1954,41,Control,Control A,4,0
1954,41,Control,Control A,11,0
1954,41,Control,Control A,11,0
1954,41,Control,Control A,12,0
1954,41,Control,Control A,13,0
1954,41,Control,Control A,13,0
1954,41,Control,Control A,13,0
1954,41,Control,Control A,14,0
1954,41,Control,Control A,14,0
1954,41,Control,Control A,14,0
1954,41,Control,Control A,14,0
1954,41,Control,Control A,15,0
1954,41,Control,Control A,16,0
1954,41,Control,Control A,17,0
1954,41,Control,Control A,19,0
1954,41,Control,Control A,21,0
1954,41,Control,Control A,21,0
1954,41,Control,Control A,21,0
1954,41,Control,Control A,21,0
1954,41,Control,Control A,22,0
1954,41,Control,Control A,22,0
1954,41,Control,Control A,23,0
1954,41,Control,Control A,25,0
1954,41,Control,Control A,26,0
1954,41,Control,Control A,26,0
1954,41,Control,Control A,29,0
1954,41,Control,Control A,32,0
1954,41,Control,Control A,40,0
1954,41,Control,Control A,48,0
1954,41,Control,Control A,49,0
1954,41,Control,Control B,2,0
1954,41,Control,Control B,10,0
1954,41,Control,Control B,12,0
1954,41,Control,Control B,13,0
1954,41,Control,Control B,14,0
1954,41,Control,Control B,14,0
1954,41,Control,Control B,15,0
1954,41,Control,Control B,15,0
1954,41,Control,Control B,15,0
1954,41,Control,Control B,15,0
1954,41,Control,Control B,17,0
1954,41,Control,Control B,17,0
1954,41,Control,Control B,19,0
1954,41,Control,Control B,20,0
1954,41,Control,Control B,22,0
1954,41,Control,Control B,22,0
1954,41,Control,Control B,26,0
1954,41,Control,Control B,27,0
1954,41,Control,Control B,28,0
1954,41,Control,Control B,29,0
1954,41,Control,Control B,30,0
1954,41,Control,Control B,32,0
1954,41,Control,Control B,34,0
1954,41,Control,Control B,39,0
1954,41,Control,Control B,41,0
1954,41,Control,Control B,44,0
1954,41,Control,Control B,52,0
1954,41,Control,Control B,57,0
1954,41,Control,Control B,82,0
1954,41,Control,Control B,105,0
1954,42,Trained,Trained A,3,0
1954,42,Trained,Trained A,5,0
1954,42,Trained,Trained A,5,0
1954,42,Trained,Trained A,6,0
1954,42,Trained,Trained A,7,0
1954,42,Trained,Trained A,7,0
1954,42,Trained,Trained A,8,0
1954,42,Trained,Trained A,8,0
1954,42,Trained,Trained A,8,0
1954,42,Trained,Trained A,10,0
1954,42,Trained,Trained A,12,0
1954,42,Trained,Trained A,12,0
1954,42,Trained,Trained A,14,0
1954,42,Trained,Trained A,15,0
1954,42,Trained,Trained A,15,0
1954,42,Trained,Trained A,15,0
1954,42,Trained,Trained A,15,0
1954,42,Trained,Trained A,16,0
1954,42,Trained,Trained A,16,0
1954,42,Trained,Trained A,17,0
1954,42,Trained,Trained A,18,0
1954,42,Trained,Trained A,18,0
1954,42,Trained,Trained A,19,0
1954,42,Trained,Trained A,21,0
1954,42,Trained,Trained A,21,0
1954,42,Trained,Trained A,22,0
1954,42,Trained,Trained A,23,0
1954,42,Trained,Trained A,24,0
1954,42,Trained,Trained A,24,0
1954,42,Trained,Trained A,25,0
1954,42,Trained,Trained A,26,0
1954,42,Trained,Trained A,55,0
1954,42,Trained,Trained A,60,0
1954,42,Trained,Trained A,74,0
1954,42,Trained,Trained B,4,0
1954,42,Trained,Trained B,5,0
1954,42,Trained,Trained B,6,0
1954,42,Trained,Trained B,6,0
1954,42,Trained,Trained B,7,0
1954,42,Trained,Trained B,7,0
1954,42,Trained,Trained B,8,0
1954,42,Trained,Trained B,11,0
1954,42,Trained,Trained B,12,0
1954,42,Trained,Trained B,12,0
1954,42,Trained,Trained B,12,0
1954,42,Trained,Trained B,13,0
1954,42,Trained,Trained B,13,0
1954,42,Trained,Trained B,16,0
1954,42,Trained,Trained B,16,0
1954,42,Trained,Trained B,18,0
1954,42,Trained,Trained B,20,0
1954,42,Trained,Trained B,20,0
1954,42,Trained,Trained B,21,0
1954,42,Trained,Trained B,22,0
1954,42,Trained,Trained B,22,0
1954,42,Trained,Trained B,22,0
1954,42,Trained,Trained B,23,0
1954,42,Trained,Trained B,25,0
1954,42,Trained,Trained B,27,0
1954,42,Trained,Trained B,32,0
1954,42,Trained,Trained B,41,0
1954,42,Trained,Trained B,42,0
1954,42,Trained,Trained B,52,0
1954,42,Trained,Trained B,61,0
1954,42,Trained,Trained B,96,0
1954,42,Trained,Trained B,101,0
1954,42,Control,Control A,0,0
1954,42,Control,Control A,5,0
1954,42,Control,Control A,6,0
1954,42,Control,Control A,9,0
1954,42,Control,Control A,11,0
1954,42,Control,Control A,13,0
1954,42,Control,Control A,15,0
1954,42,Control,Control A,16,0
1954,42,Control,Control A,19,0
1954,42,Control,Control A,23,0
1954,42,Control,Control A,23,0
1954,42,Control,Control A,23,0
1954,42,Control,Control A,24,0
1954,42,Control,Control A,24,0
1954,42,Control,Control A,25,0
1954,42,Control,Control A,32,0
1954,42,Control,Control A,35,0
1954,42,Control,Control A,37,0
1954,42,Control,Control A,37,0
1954,42,Control,Control A,39,0
1954,42,Control,Control A,39,0
1954,42,Control,Control A,42,0
1954,42,Control,Control A,42,0
1954,42,Control,Control A,44,0
1954,42,Control,Control A,81,0
1954,42,Control,Control A,103,0
1954,42,Control,Control A,105,0
1954,42,Control,Control A,151,1
1954,42,Control,Control A,151,1
1954,42,Control,Control B,4,0
1954,42,Control,Control B,4,0
1954,42,Control,Control B,6,0
1954,42,Control,Control B,10,0
1954,42,Control,Control B,12,0
1954,42,Control,Control B,12,0
1954,42,Control,Control B,15,0
1954,42,Control,Control B,15,0
1954,42,Control,Control B,15,0
1954,42,Control,Control B,17,0
1954,42,Control,Control B,17,0
1954,42,Control,Control B,18,0
1954,42,Control,Control B,20,0
1954,42,Control,Control B,21,0
1954,42,Control,Control B,22,0
1954,42,Control,Control B,22,0
1954,42,Control,Control B,23,0
1954,42,Control,Control B,25,0
1954,42,Control,Control B,26,0
1954,42,Control,Control B,28,0
1954,42,Control,Control B,29,0
1954,42,Control,Control B,30,0
1954,42,Control,Control B,32,0
1954,42,Control,Control B,37,0
1954,42,Control,Control B,39,0
1954,42,Control,Control B,40,0
1954,42,Control,Control B,57,0
1954,42,Control,Control B,151,1
1954,43,Trained,Trained A,2,0
1954,43,Trained,Trained A,5,0
1954,43,Trained,Trained A,5,0
1954,43,Trained,Trained A,6,0
1954,43,Trained,Trained A,7,0
1954,43,Trained,Trained A,7,0
1954,43,Trained,Trained A,7,0
1954,43,Trained,Trained A,8,0
1954,43,Trained,Trained A,9,0
1954,43,Trained,Trained A,10,0
1954,43,Trained,Trained A,10,0
1954,43,Trained,Trained A,10,0
1954,43,Trained,Trained A,11,0
1954,43,Trained,Trained A,12,0
1954,43,Trained,Trained A,12,0
1954,43,Trained,Trained A,12,0
1954,43,Trained,Trained A,13,0
1954,43,Trained,Trained A,15,0
1954,43,Trained,Trained A,16,0
1954,43,Trained,Trained A,16,0
1954,43,Trained,Trained A,17,0
1954,43,Trained,Trained A,19,0
1954,43,Trained,Trained A,19,0
1954,43,Trained,Trained A,20,0
1954,43,Trained,Trained A,20,0
1954,43,Trained,Trained A,23,0
1954,43,Trained,Trained A,23,0
1954,43,Trained,Trained A,24,0
1954,43,Trained,Trained A,25,0
1954,43,Trained,Trained A,26,0
1954,43,Trained,Trained A,26,0
1954,43,Trained,Trained A,29,0
1954,43,Trained,Trained A,31,0
1954,43,Trained,Trained A,31,0
1954,43,Trained,Trained A,33,0
1954,43,Trained,Trained A,53,0
1954,43,Trained,Trained B,7,0
1954,43,Trained,Trained B,8,0
1954,43,Trained,Trained B,10,0
1954,43,Trained,Trained B,12,0
1954,43,Trained,Trained B,12,0
1954,43,Trained,Trained B,14,0
1954,43,Trained,Trained B,15,0
1954,43,Trained,Trained B,15,0
1954,43,Trained,Trained B,17,0
1954,43,Trained,Trained B,19,0
1954,43,Trained,Trained B,20,0
1954,43,Trained,Trained B,21,0
1954,43,Trained,Trained B,22,0
1954,43,Trained,Trained B,22,0
1954,43,Trained,Trained B,22,0
1954,43,Trained,Trained B,24,0
1954,43,Trained,Trained B,24,0
1954,43,Trained,Trained B,24,0
1954,43,Trained,Trained B,25,0
1954,43,Trained,Trained B,25,0
1954,43,Trained,Trained B,26,0
1954,43,Trained,Trained B,27,0
1954,43,Trained,Trained B,27,0
1954,43,Trained,Trained B,28,0
1954,43,Trained,Trained B,32,0
1954,43,Trained,Trained B,34,0
1954,43,Trained,Trained B,35,0
1954,43,Trained,Trained B,43,0
1954,43,Trained,Trained B,44,0
1954,43,Trained,Trained B,45,0
1954,43,Trained,Trained B,46,0
1954,43,Trained,Trained B,47,0
1954,43,Trained,Trained B,63,0
1954,43,Trained,Trained B,65,0
1954,43,Control,Control A,0,0
1954,43,Control,Control A,2,0
1954,43,Control,Control A,4,0
1954,43,Control,Control A,6,0
1954,43,Control,Control A,6,0
1954,43,Control,Control A,7,0
1954,43,Control,Control A,8,0
1954,43,Control,Control A,8,0
1954,43,Control,Control A,9,0
1954,43,Control,Control A,9,0
1954,43,Control,Control A,10,0
1954,43,Control,Control A,10,0
1954,43,Control,Control A,11,0
1954,43,Control,Control A,11,0
1954,43,Control,Control A,14,0
1954,43,Control,Control A,15,0
1954,43,Control,Control A,15,0
1954,43,Control,Control A,18,0
1954,43,Control,Control A,20,0
1954,43,Control,Control A,20,0
1954,43,Control,Control A,20,0
1954,43,Control,Control A,21,0
1954,43,Control,Control A,21,0
1954,43,Control,Control A,21,0
1954,43,Control,Control A,22,0
1954,43,Control,Control A,23,0
1954,43,Control,Control A,23,0
1954,43,Control,Control A,24,0
1954,43,Control,Control A,24,0
1954,43,Control,Control A,24,0
1954,43,Control,Control A,24,0
1954,43,Control,Control A,24,0
1954,43,Control,Control A,24,0
1954,43,Control,Control A,34,0
1954,43,Control,Control A,35,0
1954,43,Control,Control A,39,0
1954,43,Control,Control A,39,0
1954,43,Control,Control A,41,0
1954,43,Control,Control A,119,0
1954,43,Control,Control A,128,0
1954,43,Control,Control A,151,1
1954,43,Control,Control A,151,1
1954,43,Control,Control A,151,1
1954,43,Control,Control B,15,0
1954,43,Control,Control B,17,0
1954,43,Control,Control B,24,0
1954,43,Control,Control B,25,0
1954,43,Control,Control B,36,0
1954,43,Control,Control B,36,0
1954,43,Control,Control B,37,0
1954,43,Control,Control B,151,1
1954,44,Trained,Trained A,3,0
1954,44,Trained,Trained A,3,0
1954,44,Trained,Trained A,4,0
1954,44,Trained,Trained A,6,0
1954,44,Trained,Trained A,6,0
1954,44,Trained,Trained A,6,0
1954,44,Trained,Trained A,6,0
1954,44,Trained,Trained A,8,0
1954,44,Trained,Trained A,8,0
1954,44,Trained,Trained A,8,0
1954,44,Trained,Trained A,9,0
1954,44,Trained,Trained A,10,0
1954,44,Trained,Trained A,11,0
1954,44,Trained,Trained A,13,0
1954,44,Trained,Trained A,13,0
1954,44,Trained,Trained A,13,0
1954,44,Trained,Trained A,15,0
1954,44,Trained,Trained A,16,0
1954,44,Trained,Trained A,17,0
1954,44,Trained,Trained A,18,0
1954,44,Trained,Trained A,18,0
1954,44,Trained,Trained A,18,0
1954,44,Trained,Trained A,20,0
1954,44,Trained,Trained A,20,0
1954,44,Trained,Trained A,23,0
1954,44,Trained,Trained A,24,0
1954,44,Trained,Trained A,24,0
1954,44,Trained,Trained A,26,0
1954,44,Trained,Trained A,28,0
1954,44,Trained,Trained A,28,0
1954,44,Trained,Trained A,33,0
1954,44,Trained,Trained A,38,0
1954,44,Trained,Trained A,39,0
1954,44,Trained,Trained A,40,0
1954,44,Trained,Trained A,55,0
1954,44,Trained,Trained A,151,1
1954,44,Trained,Trained A,151,1
1954,44,Trained,Trained B,4,0
1954,44,Trained,Trained B,7,0
1954,44,Trained,Trained B,7,0
1954,44,Trained,Trained B,9,0
1954,44,Trained,Trained B,9,0
1954,44,Trained,Trained B,10,0
1954,44,Trained,Trained B,10,0
1954,44,Trained,Trained B,10,0
1954,44,Trained,Trained B,10,0
1954,44,Trained,Trained B,11,0
1954,44,Trained,Trained B,11,0
1954,44,Trained,Trained B,11,0
1954,44,Trained,Trained B,12,0
1954,44,Trained,Trained B,12,0
1954,44,Trained,Trained B,12,0
1954,44,Trained,Trained B,12,0
1954,44,Trained,Trained B,13,0
1954,44,Trained,Trained B,14,0
1954,44,Trained,Trained B,16,0
1954,44,Trained,Trained B,16,0
1954,44,Trained,Trained B,17,0
1954,44,Trained,Trained B,17,0
1954,44,Trained,Trained B,18,0
1954,44,Trained,Trained B,19,0
1954,44,Trained,Trained B,20,0
1954,44,Trained,Trained B,20,0
1954,44,Trained,Trained B,21,0
1954,44,Trained,Trained B,21,0
1954,44,Trained,Trained B,21,0
1954,44,Trained,Trained B,22,0
1954,44,Trained,Trained B,23,0
1954,44,Trained,Trained B,25,0
1954,44,Trained,Trained B,27,0
1954,44,Trained,Trained B,29,0
1954,44,Trained,Trained B,35,0
1954,44,Trained,Trained B,37,0
1954,44,Control,Control A,3,0
1954,44,Control,Control A,5,0
1954,44,Control,Control A,7,0
1954,44,Control,Control A,8,0
1954,44,Control,Control A,9,0
1954,44,Control,Control A,9,0
1954,44,Control,Control A,10,0
1954,44,Control,Control A,11,0
1954,44,Control,Control A,12,0
1954,44,Control,Control A,14,0
1954,44,Control,Control A,16,0
1954,44,Control,Control A,17,0
1954,44,Control,Control A,19,0
1954,44,Control,Control A,19,0
1954,44,Control,Control A,20,0
1954,44,Control,Control A,22,0
1954,44,Control,Control A,23,0
1954,44,Control,Control A,24,0
1954,44,Control,Control A,24,0
1954,44,Control,Control A,28,0
1954,44,Control,Control A,33,0
1954,44,Control,Control A,39,0
1954,44,Control,Control A,48,0
1954,44,Control,Control A,61,0
1954,44,Control,Control A,62,0
1954,44,Control,Control A,64,0
1954,44,Control,Control A,87,0
1954,44,Control,Control A,151,1
1954,44,Control,Control A,151,1
1954,44,Control,Control B,5,0
1954,44,Control,Control B,5,0
1954,44,Control,Control B,5,0
1954,44,Control,Control B,6,0
1954,44,Control,Control B,6,0
1954,44,Control,Control B,6,0
1954,44,Control,Control B,6,0
1954,44,Control,Control B,7,0
1954,44,Control,Control B,7,0
1954,44,Control,Control B,7,0
1954,44,Control,Control B,9,0
1954,44,Control,Control B,9,0
1954,44,Control,Control B,10,0
1954,44,Control,Control B,10,0
1954,44,Control,Control B,10,0
1954,44,Control,Control B,12,0
1954,44,Control,Control B,12,0
1954,44,Control,Control B,13,0
1954,44,Control,Control B,13,0
1954,44,Control,Control B,14,0
1954,44,Control,Control B,14,0
1954,44,Control,Control B,15,0
1954,44,Control,Control B,15,0
1954,44,Control,Control B,16,0
1954,44,Control,Control B,17,0
1954,44,Control,Control B,17,0
1954,44,Control,Control B,28,0
1954,44,Control,Control B,43,0
1954,44,Control,Control B,92,0
1954,44,Control,Control B,151,1
1954,45,Trained,Trained A,0,0
1954,45,Trained,Trained A,2,0
1954,45,Trained,Trained A,3,0
1954,45,Trained,Trained A,4,0
1954,45,Trained,Trained A,5,0
1954,45,Trained,Trained A,5,0
1954,45,Trained,Trained A,6,0
1954,45,Trained,Trained A,7,0
1954,45,Trained,Trained A,7,0
1954,45,Trained,Trained A,8,0
1954,45,Trained,Trained A,8,0
1954,45,Trained,Trained A,9,0
1954,45,Trained,Trained A,9,0
1954,45,Trained,Trained A,10,0
1954,45,Trained,Trained A,12,0
1954,45,Trained,Trained A,12,0
1954,45,Trained,Trained A,13,0
1954,45,Trained,Trained A,15,0
1954,45,Trained,Trained A,15,0
1954,45,Trained,Trained A,15,0
1954,45,Trained,Trained A,16,0
1954,45,Trained,Trained A,17,0
1954,45,Trained,Trained A,19,0
1954,45,Trained,Trained A,20,0
1954,45,Trained,Trained A,21,0
1954,45,Trained,Trained A,22,0
1954,45,Trained,Trained A,22,0
1954,45,Trained,Trained A,23,0
1954,45,Trained,Trained A,24,0
1954,45,Trained,Trained A,25,0
1954,45,Trained,Trained A,26,0
1954,45,Trained,Trained A,29,0
1954,45,Trained,Trained A,30,0
1954,45,Trained,Trained A,33,0
1954,45,Trained,Trained A,35,0
1954,45,Trained,Trained A,45,0
1954,45,Trained,Trained B,3,0
1954,45,Trained,Trained B,5,0
1954,45,Trained,Trained B,6,0
1954,45,Trained,Trained B,7,0
1954,45,Trained,Trained B,7,0
1954,45,Trained,Trained B,8,0
1954,45,Trained,Trained B,9,0
1954,45,Trained,Trained B,9,0
1954,45,Trained,Trained B,10,0
1954,45,Trained,Trained B,10,0
1954,45,Trained,Trained B,11,0
1954,45,Trained,Trained B,11,0
1954,45,Trained,Trained B,11,0
1954,45,Trained,Trained B,11,0
1954,45,Trained,Trained B,14,0
1954,45,Trained,Trained B,15,0
1954,45,Trained,Trained B,16,0
1954,45,Trained,Trained B,16,0
1954,45,Trained,Trained B,17,0
1954,45,Trained,Trained B,17,0
1954,45,Trained,Trained B,17,0
1954,45,Trained,Trained B,18,0
1954,45,Trained,Trained B,19,0
1954,45,Trained,Trained B,19,0
1954,45,Trained,Trained B,21,0
1954,45,Trained,Trained B,21,0
1954,45,Trained,Trained B,23,0
1954,45,Trained,Trained B,23,0
1954,45,Trained,Trained B,23,0
1954,45,Trained,Trained B,24,0
1954,45,Trained,Trained B,24,0
1954,45,Trained,Trained B,25,0
1954,45,Trained,Trained B,28,0
1954,45,Trained,Trained B,34,0
1954,45,Trained,Trained B,35,0
1954,45,Trained,Trained B,41,0
1954,45,Trained,Trained B,151,1
1954,45,Control,Control A,0,0
1954,45,Control,Control A,1,0
1954,45,Control,Control A,3,0
1954,45,Control,Control A,4,0
1954,45,Control,Control A,6,0
1954,45,Control,Control A,7,0
1954,45,Control,Control A,8,0
1954,45,Control,Control A,9,0
1954,45,Control,Control A,10,0
1954,45,Control,Control A,10,0
1954,45,Control,Control A,11,0
1954,45,Control,Control A,11,0
1954,45,Control,Control A,11,0
1954,45,Control,Control A,15,0
1954,45,Control,Control A,17,0
1954,45,Control,Control A,17,0
1954,45,Control,Control A,17,0
1954,45,Control,Control A,17,0
1954,45,Control,Control A,18,0
1954,45,Control,Control A,21,0
1954,45,Control,Control A,23,0
1954,45,Control,Control A,23,0
1954,45,Control,Control A,24,0
1954,45,Control,Control A,24,0
1954,45,Control,Control A,25,0
1954,45,Control,Control A,25,0
1954,45,Control,Control A,25,0
1954,45,Control,Control A,25,0
1954,45,Control,Control A,26,0
1954,45,Control,Control A,29,0
